logo-PsAlMQQF src	apply-common-tooltip	apply-common-tooltip href	apply-common-tooltip 2	cell-RLhfr_y4	positive-p_QIAEOQ	cell-RLhfr_y4 2	cell-RLhfr_y4 3	cell-RLhfr_y4 4	cell-RLhfr_y4 5	currency-WyLKdeog 5	cell-RLhfr_y4 6	currency-WyLKdeog 6	positive-p_QIAEOQ 2	dataMode-FRcSVmGO
https://s3-symbol-logo.tradingview.com/innodata.svg	INOD	https://www.tradingview.com/symbols/NASDAQ-INOD/	Innodata Inc.	202.3 M	1.1421	80.34 M	30.93 M	35.46 M	37.02 M	USD	1.04	USD	#ERROR!	
https://s3-symbol-logo.tradingview.com/tegma.svg	TGMA3	https://www.tradingview.com/symbols/BMFBOVESPA-TGMA3/	TEGMA ON NM	374.73 M	0.3084	79.88 M	60.97 M	48.35 M	70.92 M	USD	0.73	USD	0.4998	D
https://s3-symbol-logo.tradingview.com/t-and-s-communicat.svg	300570	https://www.tradingview.com/symbols/SZSE-300570/	T AND S COMMUNICAT	208.33 M	0.6617	79.84 M	43.78 M	42.55 M	—	USD	0.19		0.9577	D
https://s3-symbol-logo.tradingview.com/tes-co-ltd.svg	95610	https://www.tradingview.com/symbols/KRX-095610/	TES CO., LTD.	190.62 M	0.8479	76.99 M	35.5 M	34.84 M	39.29 M	USD	1.99	USD	5.3506	D
https://s3-symbol-logo.tradingview.com/tasmea-limited.svg	TEA	https://www.tradingview.com/symbols/ASX-TEA/	TASMEA LIMITED	280.47 M	0.2477	75.41 M	34.93 M	26.22 M	41.78 M	USD	0.12	USD	0.7063	D
	4162	https://www.tradingview.com/symbols/TPEX-4162/	PHARMAENGINE INC	76.53 M	2.3336	75.05 M	62.35 M	53.25 M	62.64 M	USD	0.37	USD	5.4414	
https://s3-symbol-logo.tradingview.com/tokai-carbon-korea-co-ltd.svg	64760	https://www.tradingview.com/symbols/KRX-064760/	TOKAI CARBON KOREA CO., LTD	199.2 M	0.3292	74.09 M	58.63 M	51.25 M	68.5 M	USD	4.39	USD	0.2691	D
https://s3-symbol-logo.tradingview.com/estec.svg	69510	https://www.tradingview.com/symbols/KRX-069510/	ESTEC CORPORATION	356.07 M	0.2386	72.33 M	31.93 M	32.34 M	37.61 M	USD	3.85	USD	0.8355	D
https://s3-symbol-logo.tradingview.com/suzhou-shihua-new-material-technology.svg	688093	https://www.tradingview.com/symbols/SSE-688093/	SUZHOU SHIHUA NEW MATERIAL TECHNOLO	124.99 M	0.6296	71.52 M	47.68 M	44.85 M	—	USD	0.17		0.5987	D
https://s3-symbol-logo.tradingview.com/bolsa-de-valores-de-colombia-sa.svg	BVC	https://www.tradingview.com/symbols/BVC-BVC/	BOLSA DE VALORES DE COLOMBIA S.A.	79.85 M	0.1961	70.53 M	38.03 M	22.55 M	43.57 M	USD	0.37	USD	0.73	D
https://s3-symbol-logo.tradingview.com/tien-phong-plastic.svg	NTP	https://www.tradingview.com/symbols/HNX-NTP/	TIEN PHONG PLASTIC JSC	228.82 M	0.2161	70.43 M	37.42 M	31.96 M	43.31 M	USD	0.22	USD	0.49	D
https://s3-symbol-logo.tradingview.com/china-beststudy-education.svg	3978	https://www.tradingview.com/symbols/HKEX-3978/	CHINA BESTSTUDY EDUCATION GROUP	153.78 M	1.2206	69.83 M	34.58 M	26.86 M	47.36 M	USD	0.04	USD	1.289	D
https://s3-symbol-logo.tradingview.com/fawry-for-banking-technology-and-electronic-payment.svg	FWRY	https://www.tradingview.com/symbols/EGX-FWRY/	FAWRY FOR BANKING TECHNOLOGY AND ELECTRONIC PAYMENT	106.19 M	1.6299	69.8 M	30.1 M	30.96 M	38.3 M	USD	0.01	USD	8.9915	D
https://s3-symbol-logo.tradingview.com/indiamart.svg	INDIAMART	https://www.tradingview.com/symbols/NSE-INDIAMART/	INDIAMART INTERMESH LTD	162.46 M	0.1601	64.71 M	58.29 M	64.44 M	62.14 M	USD	1.07	USD	0.6625	
https://s3-symbol-logo.tradingview.com/john-hancock-corporate.svg	BTO	https://www.tradingview.com/symbols/NYSE-BTO/	John Hancock Financial Opportunities Fund	71.27 M	0.1517	62.27 M	148.51 M	140.94 M	148.51 M	USD	7.14	USD	#ERROR!	
https://s3-symbol-logo.tradingview.com/penguin-intl.svg	BTM	https://www.tradingview.com/symbols/SGX-BTM/	PENGUIN INTL	172.64 M	0.2929	61.86 M	37.45 M	26.01 M	50.58 M	USD	0.12	USD	1.1237	D
https://s3-symbol-logo.tradingview.com/plover-bay-technologies-ltd.svg	1523	https://www.tradingview.com/symbols/HKEX-1523/	PLOVER BAY TECHNOLOGIES LTD	117.27 M	0.235	61.15 M	43.74 M	38.2 M	47 M	USD	0.03	USD	0.3473	D
https://s3-symbol-logo.tradingview.com/tandl-co-ltd.svg	340570	https://www.tradingview.com/symbols/KRX-340570/	T&L CO., LTD.	135.94 M	0.7786	60.85 M	47.28 M	37.23 M	50.03 M	USD	4.61	USD	1.0675	D
https://s3-symbol-logo.tradingview.com/novoray.svg	688300	https://www.tradingview.com/symbols/SSE-688300/	NOVORAY CORPORATION	136.26 M	0.2986	59.61 M	36.58 M	36.19 M	—	USD	0.19		0.3341	D
https://s3-symbol-logo.tradingview.com/trimegah-sekuritas.svg	TRIM	https://www.tradingview.com/symbols/IDX-TRIM/	TRIMEGAH SEKURITAS INDONESIA TBK	61.1 M	0.2739	59.48 M	30.79 M	20.05 M	31.89 M	USD	0	USD	0.816	D
https://s3-symbol-logo.tradingview.com/metals-x-ltd.svg	MLX	https://www.tradingview.com/symbols/ASX-MLX/	METALS X LIMITED	135.38 M	0.4229	58.94 M	53.55 M	63.32 M	—	USD	0.07		6.0435	D
https://s3-symbol-logo.tradingview.com/prosperous-industrial-hldgs-ltd.svg	1731	https://www.tradingview.com/symbols/HKEX-1731/	PROSPEROUS INDUSTRIAL (HLDGS) LTD	244.65 M	0.1666	58.68 M	29.36 M	29.98 M	35.18 M	USD	0.03	USD	0.999	D
	3131	https://www.tradingview.com/symbols/TPEX-3131/	GRAND PROCESS TECHNOLOGY CO	132.73 M	0.217	58.1 M	30.33 M	27.91 M	33.04 M	USD	0.95	USD	0.3586	
	3217	https://www.tradingview.com/symbols/TPEX-3217/	ARGOSY RESEARCH	111.65 M	0.1998	56.75 M	35.67 M	32.47 M	39.82 M	USD	0.36	USD	0.2961	
https://s3-symbol-logo.tradingview.com/central-omega-resources-tbk.svg	DKFT	https://www.tradingview.com/symbols/IDX-DKFT/	CENTRAL OMEGA RESOURCES TBK	108.14 M	1.0215	56.43 M	31.95 M	29.34 M	—	USD	0.01		3.5612	D
https://s3-symbol-logo.tradingview.com/vitzrocell-co-ltd.svg	82920	https://www.tradingview.com/symbols/KRX-082920/	VITZROCELL CO., LTD.	153.33 M	0.2805	56.31 M	38.39 M	35.3 M	48.08 M	USD	1.58	USD	0.5026	D
https://s3-symbol-logo.tradingview.com/q-p-hldgs-ltd.svg	1412	https://www.tradingview.com/symbols/HKEX-1412/	Q P GROUP HLDGS LTD	155.82 M	0.1653	55.94 M	17.6 M	16.61 M	25.61 M	USD	0.03	USD	0.6116	D
https://s3-symbol-logo.tradingview.com/australian-ethical-investment.svg	AEF	https://www.tradingview.com/symbols/ASX-AEF/	AUSTRALIAN ETHICAL INVESTMENT LIMITED	68.55 M	0.1911	55.89 M	18.06 M	9.17 M	18.85 M	USD	0.08	USD	0.2386	D
https://s3-symbol-logo.tradingview.com/havanna-sa.svg	HAVAD	https://www.tradingview.com/symbols/BCBA-HAVAD/	HAVANNA HOLDING SA	101.52 M	1.0778	54.64 M	21.03 M	10.4 M	25.82 M	USD	0.22	USD	0.3271	D
https://s3-symbol-logo.tradingview.com/united-bankers-oyj.svg	UNITED	https://www.tradingview.com/symbols/OMXHEX-UNITED/	UNITED BANKERS OYJ	64.3 M	0.1911	54.6 M	24.21 M	18.68 M	27.04 M	USD	1.7	USD	0.3337	D
	3526	https://www.tradingview.com/symbols/TPEX-3526/	ALLTOP TECHNOLOGY CO LTD	106.62 M	0.3894	54.08 M	35.64 M	33.2 M	40.29 M	USD	0.48	USD	0.3221	
https://s3-symbol-logo.tradingview.com/okomu-oil-palm-co-plc.svg	OKOMUOIL	https://www.tradingview.com/symbols/NSENG-OKOMUOIL/	OKOMU OIL PALM CO PLC	88.55 M	0.5349	52.04 M	36.13 M	25.05 M	42.16 M	USD	0.03	USD	0.57	
https://s3-symbol-logo.tradingview.com/cardig-aero-services-tbk.svg	CASS	https://www.tradingview.com/symbols/IDX-CASS/	CAHAYA AERO SERVICES TBK	169.79 M	0.2452	51.59 M	51.97 M	23.29 M	60.85 M	USD	0.01	USD	0.7953	D
https://s3-symbol-logo.tradingview.com/national-petroleum-services.svg	NAPESCO	https://www.tradingview.com/symbols/KSE-NAPESCO/	NATIONAL PETROLEUM SERVICES	148.64 M	0.1675	50.69 M	37.94 M	47.86 M	48.08 M	USD	0.53	USD	0.7744	D
https://s3-symbol-logo.tradingview.com/sectra-ab-npv-b.svg	SECT_B	https://www.tradingview.com/symbols/OMXSTO-SECT_B/	SECTRA AB SER B	289.18 M	0.1554	50.17 M	46.15 M	52.98 M	51.81 M	USD	0.27	USD	0.3912	D
	PM	https://www.tradingview.com/symbols/SET-PM/	PREMIER MARKETING PUBLIC CO LTD	156.34 M	0.2591	49.92 M	22.12 M	18.72 M	25.69 M	USD	0.03	USD	0.492	D
https://s3-symbol-logo.tradingview.com/haleon-pakistan.svg	HALEON	https://www.tradingview.com/symbols/PSX-HALEON/	HALEON PAKISTAN LTD	138.59 M	0.2375	49.61 M	29.57 M	18.62 M	31.53 M	USD	0.16	USD	2.9327	D
https://s3-symbol-logo.tradingview.com/lubawa-sa.svg	LBW	https://www.tradingview.com/symbols/GPW-LBW/	LUBAWA	123.31 M	0.3512	49.52 M	29.24 M	24.36 M	32.71 M	USD	0.16	USD	1.2102	D
https://s3-symbol-logo.tradingview.com/hellenic-exchanges-ase-sa.svg	EXAE	https://www.tradingview.com/symbols/ATHEX-EXAE/	HELLENIC EXCHANGES (CR)	56.18 M	0.1504	49.52 M	20.15 M	17.95 M	24.51 M	USD	0.31	USD	0.3338	D
https://s3-symbol-logo.tradingview.com/e-finance-for-digital-and-financial-investments.svg	EFIH	https://www.tradingview.com/symbols/EGX-EFIH/	E-FINANCE FOR DIGITAL AND FINANCIAL INVESTMENTS	92.96 M	0.7594	48.18 M	29.27 M	25.81 M	33.95 M	USD	0.01	USD	0.6305	D
https://s3-symbol-logo.tradingview.com/supply-network-limited.svg	SNL	https://www.tradingview.com/symbols/ASX-SNL/	SUPPLY NETWORK LIMITED	203.19 M	0.1797	47.93 M	34.21 M	23.37 M	40.2 M	USD	0.55	USD	0.2387	D
https://s3-symbol-logo.tradingview.com/jbm-healthcare-ltd.svg	2161	https://www.tradingview.com/symbols/HKEX-2161/	JBM (HEALTHCARE) LTD	92.67 M	0.1806	46.64 M	24.56 M	21.08 M	30.53 M	USD	0.03	USD	0.8057	D
https://s3-symbol-logo.tradingview.com/highnoon-laboratories.svg	HINOON	https://www.tradingview.com/symbols/PSX-HINOON/	HIGHNOON LABORATORIES LTD	90.01 M	0.2177	46.49 M	20.39 M	12.55 M	21.73 M	USD	0.24	USD	0.3463	D
https://s3-symbol-logo.tradingview.com/gas-arabian-services-co.svg	9528	https://www.tradingview.com/symbols/TADAWUL-9528/	GAS ARABIAN SERVICES CO.	290.7 M	0.5149	45.85 M	22.03 M	30.31 M	25.55 M	USD	0.19	USD	0.3976	D
	6143	https://www.tradingview.com/symbols/TPEX-6143/	NETRONIX INC	230.43 M	0.1971	45.59 M	24.05 M	18.06 M	29.16 M	USD	0.21	USD	0.2653	
https://s3-symbol-logo.tradingview.com/middle-east-glass-manufacturing.svg	MEGM	https://www.tradingview.com/symbols/EGX-MEGM/	MIDDLE EAST GLASS MANUFACTURING	101.97 M	0.3253	44.57 M	31.75 M	19.4 M	37.39 M	USD	0.31	USD	2.3226	D
	6788	https://www.tradingview.com/symbols/TPEX-6788/	BRILLIAN NETWORK & AUTOMATION INTEG	70.92 M	0.6942	43.19 M	22.66 M	17.08 M	23.46 M	USD	0.46	USD	1.0906	
https://s3-symbol-logo.tradingview.com/genusplus-ltd.svg	GNP	https://www.tradingview.com/symbols/ASX-GNP/	GENUSPLUS GROUP LTD	392.3 M	0.3502	43.14 M	20.78 M	14.79 M	29.44 M	USD	0.08	USD	0.4486	D
https://s3-symbol-logo.tradingview.com/hunan-sunday-scien.svg	300515	https://www.tradingview.com/symbols/SZSE-300515/	HUNAN SUNDAY SCIEN	80.6 M	0.2443	42.58 M	18.1 M	20.94 M	—	USD	0.1		1.7244	D
	AAI	https://www.tradingview.com/symbols/SET-AAI/	ASIAN ALLIANCE INTERNATIONAL PCL	213.01 M	0.3074	42.29 M	31 M	30.01 M	37.77 M	USD	0.01	USD	0.8454	D
https://s3-symbol-logo.tradingview.com/naturelgaz.svg	NTGAZ	https://www.tradingview.com/symbols/BIST-NTGAZ/	NATURELGAZ	161.68 M	0.3659	41.86 M	27.1 M	16.69 M	36.05 M	USD	0.02	USD	5.3785	D
	6728	https://www.tradingview.com/symbols/TPEX-6728/	UP YOUNG CORNERSTONE CORP	115.88 M	0.3974	41.49 M	13.54 M	10.47 M	16.75 M	USD	0.37	USD	0.3483	
https://s3-symbol-logo.tradingview.com/spyrosoft-sa.svg	SPR	https://www.tradingview.com/symbols/GPW-SPR/	SPYROSOFT	129.34 M	0.1929	41.31 M	12.86 M	10.3 M	15.95 M	USD	9.44	USD	1.3017	D
https://s3-symbol-logo.tradingview.com/norbit-asa.svg	NORBT	https://www.tradingview.com/symbols/OSL-NORBT/	NORBIT ASA	177.51 M	0.2082	40.97 M	40.97 M	28.76 M	53.46 M	USD	0.46	USD	0.762	D
https://s3-symbol-logo.tradingview.com/mako-mining.svg	MKO	https://www.tradingview.com/symbols/TSXV-MKO/	MAKO MINING CORP	87.84 M	0.4171	40.89 M	32.77 M	18.23 M	40.18 M	USD	0.26	USD	1.7646	D
https://s3-symbol-logo.tradingview.com/system1-plc-ord-gbp001.svg	SYS1	https://www.tradingview.com/symbols/LSE-SYS1/	SYSTEM1 GROUP PLC ORD GBP0.01	46.86 M	0.3367	39.2 M	5.8 M	4.23 M	7.32 M	USD	0.33	USD	1.5496	
https://s3-symbol-logo.tradingview.com/mips-ab.svg	MIPS	https://www.tradingview.com/symbols/OMXSTO-MIPS/	MIPS AB	51.09 M	0.4589	38.69 M	18.95 M	14.68 M	—	USD	0.55		1.3799	D
https://s3-symbol-logo.tradingview.com/nicolas-correa.svg	NEA	https://www.tradingview.com/symbols/BME-NEA/	NICOLAS CORREA	125.76 M	0.2377	38.68 M	16.84 M	14.18 M	18.94 M	USD	1.17	USD	0.5068	D
https://s3-symbol-logo.tradingview.com/serabi-gold-plc.svg	SRB	https://www.tradingview.com/symbols/LSE-SRB/	SERABI GOLD PLC ORD GBP0.10	92.46 M	0.444	38.55 M	31.01 M	27.16 M	35.32 M	USD	0.36	USD	3.1611	
	SISB	https://www.tradingview.com/symbols/SET-SISB/	SISB PCL	71.09 M	0.1937	38.45 M	24.94 M	26.8 M	31.62 M	USD	0.03	USD	0.2897	D
https://s3-symbol-logo.tradingview.com/southern-cross-electrical-engineering-ltd.svg	SXE	https://www.tradingview.com/symbols/ASX-SXE/	SOUTHERN CROSS ELECTRICAL ENGINEERING LTD	429.19 M	0.4923	38.29 M	27.87 M	17.6 M	32.58 M	USD	0.07	USD	0.4098	D
https://s3-symbol-logo.tradingview.com/wam-capital-limited.svg	WAX	https://www.tradingview.com/symbols/ASX-WAX/	WAM RESEARCH LIMITED	46.11 M	1.0377	38.06 M	37.64 M	27.07 M	37.64 M	USD	0.13	USD	0.8588	D
https://s3-symbol-logo.tradingview.com/nsl-foods.svg	NSL	https://www.tradingview.com/symbols/SET-NSL/	NSL FOODS PCL	182.44 M	0.2296	38.06 M	20.98 M	17.2 M	25.26 M	USD	0.06	USD	0.5156	D
	GNG	https://www.tradingview.com/symbols/ASX-GNG/	GR ENGINEERING SERVICES LIMITED	314.84 M	0.2512	37.94 M	32.88 M	23.95 M	37.63 M	USD	0.14	USD	0.317	D
https://s3-symbol-logo.tradingview.com/ailleron-sa.svg	ALL	https://www.tradingview.com/symbols/GPW-ALL/	AILLERON	135.27 M	0.1991	37.84 M	16.51 M	5.82 M	21.69 M	USD	0.47	USD	4.5329	D
	IPG	https://www.tradingview.com/symbols/ASX-IPG/	IPD GROUP LTD	214.45 M	0.464	37.73 M	25.41 M	16.19 M	29.59 M	USD	0.16	USD	0.2678	D
https://s3-symbol-logo.tradingview.com/nascon-allied-industries-plc.svg	NASCON	https://www.tradingview.com/symbols/NSENG-NASCON/	NASCON ALLIED INDUSTRIES PLC	84.84 M	0.5834	37.25 M	19.01 M	13.42 M	20.62 M	USD	0	USD	0.6983	
https://s3-symbol-logo.tradingview.com/magni-tech-industries-bhd.svg	MAGNI	https://www.tradingview.com/symbols/MYX-MAGNI/	MAGNI-TECH INDUSTRIES BHD	335.27 M	0.1961	37.01 M	37.02 M	32.5 M	38.39 M	USD	0.07	USD	0.2111	D
https://s3-symbol-logo.tradingview.com/hemisphere-energy.svg	HME	https://www.tradingview.com/symbols/TSXV-HME/	HEMISPHERE ENERGY CORPORATION	59.05 M	0.2264	36.9 M	33.28 M	24.5 M	40.96 M	USD	0.24	USD	0.4187	D
	6741	https://www.tradingview.com/symbols/TPEX-6741/	91APP INC	49.86 M	0.1536	36.26 M	16.66 M	15.38 M	17.79 M	USD	0.13	USD	0.1594	
https://s3-symbol-logo.tradingview.com/anapass.svg	123860	https://www.tradingview.com/symbols/KRX-123860/	ANAPASS, INC.	113.08 M	0.7733	35.52 M	14.78 M	13.01 M	17.59 M	USD	1.07	USD	2.6362	D
https://s3-symbol-logo.tradingview.com/azeus.svg	BBW	https://www.tradingview.com/symbols/SGX-BBW/	AZEUS	48.8 M	0.3489	35.5 M	15.49 M	14.22 M	16.51 M	USD	0.47	USD	0.8375	D
	6231	https://www.tradingview.com/symbols/TPEX-6231/	INSYDE SOFTWARE CORP	49.61 M	0.1687	35.44 M	11.59 M	10.29 M	13.79 M	USD	0.22	USD	0.514	
https://s3-symbol-logo.tradingview.com/viol-co-ltd.svg	335890	https://www.tradingview.com/symbols/KRX-335890/	VIOL CO., LTD.	42.95 M	0.4367	35.02 M	26.96 M	23.75 M	27.74 M	USD	0.41	USD	0.4871	D
	EZZ	https://www.tradingview.com/symbols/ASX-EZZ/	EZZ LIFE SCIENCE HOLDINGS LIMITED	46.42 M	0.7165	35.02 M	7.91 M	5.58 M	8.18 M	USD	0.13	USD	1.5277	D
https://s3-symbol-logo.tradingview.com/plc-spa.svg	PLC	https://www.tradingview.com/symbols/MIL-PLC/	PLC	89.41 M	0.2959	33.38 M	7.8 M	11.73 M	9.98 M	USD	0.45	USD	#ERROR!	
	5262	https://www.tradingview.com/symbols/TPEX-5262/	GIGASTONE CORPORATION	73.52 M	0.6376	33.03 M	6.88 M	5.49 M	7.4 M	USD	0.11	USD	1.8658	
https://s3-symbol-logo.tradingview.com/ctcp-dv-hang-hoa-sai-gon.svg	SCS	https://www.tradingview.com/symbols/HOSE-SCS/	SAIGON CARGO SERVICE CORP	42.53 M	0.4431	32.88 M	30.28 M	27.9 M	32.06 M	USD	0.29	USD	0.3384	D
https://s3-symbol-logo.tradingview.com/sygnity.svg	SGN	https://www.tradingview.com/symbols/GPW-SGN/	SYGNITY	78.39 M	0.4493	32.5 M	16.95 M	16.42 M	20.87 M	USD	0.72	USD	1.4514	D
https://s3-symbol-logo.tradingview.com/transcorp-hotels-plc.svg	TRANSCOHOT	https://www.tradingview.com/symbols/NSENG-TRANSCOHOT/	TRANSCORP HOTELS PLC	47.31 M	0.5863	32.42 M	14.94 M	9.16 M	16.57 M	USD	0	USD	0.419	
https://s3-symbol-logo.tradingview.com/misr-hotels.svg	MHOT	https://www.tradingview.com/symbols/EGX-MHOT/	MISR HOTELS	34.6 M	4.758	32.19 M	31.09 M	34.45 M	32.48 M	USD	0.09	USD	#ERROR!	D
https://s3-symbol-logo.tradingview.com/taseco-air-services-joint-stock-company.svg	AST	https://www.tradingview.com/symbols/HOSE-AST/	TASECO AIR SERVICES JOINT STOCK COMPANY	51.87 M	0.2095	30.75 M	9.58 M	5.74 M	10.92 M	USD	0.13	USD	0.2864	D
https://s3-symbol-logo.tradingview.com/pakistan-aluminium-beverage-cans.svg	PABC	https://www.tradingview.com/symbols/PSX-PABC/	PAKISTAN ALUMINIUM BEVERAGE CANS LIMITED	81.53 M	0.2059	29.94 M	21.72 M	22.86 M	23.9 M	USD	0.06	USD	0.4149	D
https://s3-symbol-logo.tradingview.com/china-national-nuclear-power.svg	2302	https://www.tradingview.com/symbols/HKEX-2302/	CNNC INTERNATIONAL LTD.	236.94 M	2.1695	29.9 M	23.78 M	25.09 M	24.01 M	USD	0.05	USD	0.8343	D
https://s3-symbol-logo.tradingview.com/oriental-precision-and-engineering-coltd.svg	14940	https://www.tradingview.com/symbols/KRX-014940/	ORIENTAL PRECISION & ENGINEERING CO.,LTD	145.28 M	0.2822	29.53 M	19.49 M	19.5 M	20.84 M	USD	0.43	USD	1.6779	D
	6807	https://www.tradingview.com/symbols/TWSE-6807/	FY GROUP LTD	155.4 M	0.3238	28.56 M	14.63 M	14.66 M	18.02 M	USD	0.27	USD	0.5295	D
	4571	https://www.tradingview.com/symbols/TWSE-4571/	KHGEARS INTERNATIONAL LTD	94.59 M	0.2432	28.4 M	15.36 M	15.51 M	19.89 M	USD	0.3	USD	0.6266	D
https://s3-symbol-logo.tradingview.com/beng-kuang.svg	BEZ	https://www.tradingview.com/symbols/SGX-BEZ/	BENG KUANG	81.9 M	0.4133	28.35 M	13.3 M	8.45 M	15.3 M	USD	0.04	USD	2.3663	D
https://s3-symbol-logo.tradingview.com/tss.svg	TSSI	https://www.tradingview.com/symbols/NASDAQ-TSSI/	TSS, Inc.	231.21 M	2.6287	28.1 M	12.36 M	8.94 M	13.11 M	USD	0.36	USD	8.1495	
https://s3-symbol-logo.tradingview.com/hankook-cosmetics-manufacturing.svg	3350	https://www.tradingview.com/symbols/KRX-003350/	HANKOOK COSMETICS MANUFACTURING	114.97 M	0.4488	27.91 M	19.03 M	16.36 M	20.61 M	USD	4.51	USD	1.729	D
https://s3-symbol-logo.tradingview.com/ausupreme-international-hldgs-ltd.svg	2031	https://www.tradingview.com/symbols/HKEX-2031/	AUSUPREME INTERNATIONAL HLDGS LTD	34.05 M	0.2278	27.75 M	4.4 M	3.7 M	6.35 M	USD	0	USD	0.7952	D
https://s3-symbol-logo.tradingview.com/mega-polietilen.svg	MEGAP	https://www.tradingview.com/symbols/BIST-MEGAP/	MEGA POLIETILEN	329.87 M	1.8963	27.69 M	29.32 M	11.99 M	30.94 M	USD	0.04	USD	0.5582	D
https://s3-symbol-logo.tradingview.com/cnmc-goldmine.svg	5TP	https://www.tradingview.com/symbols/SGX-5TP/	CNMC GOLDMINE	63.74 M	0.2428	27.61 M	18.2 M	9.63 M	24.79 M	USD	0.02	USD	1.3824	D
https://s3-symbol-logo.tradingview.com/innoprise-plantations.svg	INNO	https://www.tradingview.com/symbols/MYX-INNO/	INNOPRISE PLANTATIONS BERHAD	64.38 M	0.2431	27.55 M	27.15 M	20.89 M	33.11 M	USD	0.04	USD	0.653	D
https://s3-symbol-logo.tradingview.com/intercede-plc.svg	IGP	https://www.tradingview.com/symbols/LSE-IGP/	INTERCEDE GROUP ORD GBP0.01	28.77 M	0.6499	27.37 M	7.52 M	8.21 M	8.13 M	USD	0.13	USD	2.7808	
	6683	https://www.tradingview.com/symbols/TPEX-6683/	KEYSTONE MICROTECH CO	54.38 M	0.2755	27.17 M	14.58 M	13.89 M	16.76 M	USD	0.51	USD	0.2139	
	PT	https://www.tradingview.com/symbols/SET-PT/	PREMIER TECHNOLOGY PUBLIC CO LTD	119.24 M	0.2749	27.04 M	11.31 M	10.72 M	12.5 M	USD	0.04	USD	0.4204	D
https://s3-symbol-logo.tradingview.com/mark-dynamics-indonesia.svg	MARK	https://www.tradingview.com/symbols/IDX-MARK/	MARK DYNAMICS INDONESIA	54.06 M	0.4047	25.36 M	21.12 M	17.06 M	22.94 M	USD	0	USD	0.4378	D
https://s3-symbol-logo.tradingview.com/fidson-healthcare-plc.svg	FIDSON	https://www.tradingview.com/symbols/NSENG-FIDSON/	FIDSON HEALTHCARE PLC	61.4 M	0.6573	24.04 M	12.68 M	4.89 M	13.76 M	USD	0	USD	1.7042	
https://s3-symbol-logo.tradingview.com/murree-brewery.svg	MUREB	https://www.tradingview.com/symbols/PSX-MUREB/	MURREE BREWERY LTD	99.47 M	0.2632	23.78 M	15.76 M	11.63 M	17.34 M	USD	0.42	USD	0.5766	D
https://s3-symbol-logo.tradingview.com/m-tron-industries.svg	MPTI	https://www.tradingview.com/symbols/AMEX-MPTI/	M-tron Industries, Inc.	50.56 M	0.1762	23.27 M	9.62 M	7.78 M	10.62 M	USD	2.73	USD	0.6996	
https://s3-symbol-logo.tradingview.com/mulia-boga-raya-tbk.svg	KEJU	https://www.tradingview.com/symbols/IDX-KEJU/	MULIA BOGA RAYA TBK	77.64 M	0.1824	23.22 M	11.71 M	9.74 M	13.42 M	USD	0	USD	0.7927	D
https://s3-symbol-logo.tradingview.com/insolation-energy-limited.svg	INA	https://www.tradingview.com/symbols/BSE-INA/	INSOLATION ENERGY LIMITED	156.08 M	0.8093	23.04 M	17.77 M	14.77 M	18.85 M	USD	0.07	USD	1.2349	D
https://s3-symbol-logo.tradingview.com/ekarat-engineering.svg	AKR	https://www.tradingview.com/symbols/SET-AKR/	EKARAT ENGINEERING	77.32 M	0.2625	22.91 M	11.03 M	9.81 M	13.24 M	USD	0.01	USD	0.6999	D
https://s3-symbol-logo.tradingview.com/honeywell-flour-mills-plc.svg	HONYFLOUR	https://www.tradingview.com/symbols/NSENG-HONYFLOUR/	HONEYWELL FLOUR MILLS PLC	207.56 M	1.1619	22.7 M	15.98 M	4.78 M	22.85 M	USD	0	USD	4.1278	
https://s3-symbol-logo.tradingview.com/ghandhara-nissan.svg	GHNI	https://www.tradingview.com/symbols/PSX-GHNI/	GHANDHARA INDUSTRIES CO LTD	94.34 M	1.3052	22.45 M	15.81 M	12.03 M	16.27 M	USD	0.28	USD	#ERROR!	D
	4979	https://www.tradingview.com/symbols/TPEX-4979/	LUXNET CORPORATION	116.07 M	0.2356	22.33 M	18.02 M	19.31 M	20.04 M	USD	0.14	USD	0.2304	
https://s3-symbol-logo.tradingview.com/elite.svg	ELITE	https://www.tradingview.com/symbols/BIST-ELITE/	ELITE NATUREL ORGANIK GIDA	42.56 M	0.6422	22.07 M	13.11 M	11.35 M	14.39 M	USD	0.09	USD	2.2862	D
https://s3-symbol-logo.tradingview.com/estika-tata-tiara-tbk.svg	BEEF	https://www.tradingview.com/symbols/IDX-BEEF/	ESTIKA TATA TIARA TBK	424.25 M	7.6756	21.77 M	13.67 M	7.94 M	15.22 M	USD	0	USD	0.6905	D
https://s3-symbol-logo.tradingview.com/genians.svg	263860	https://www.tradingview.com/symbols/KRX-263860/	GENIANS, INC.	35.08 M	0.2734	21.58 M	6.46 M	7.68 M	7.03 M	USD	0.89	USD	1.1448	D
	179290	https://www.tradingview.com/symbols/KRX-179290/	MITECH CO., LTD.	38.97 M	0.1911	21.53 M	12.69 M	12.47 M	13.98 M	USD	0.39	USD	0.3734	D
https://s3-symbol-logo.tradingview.com/woori-technology-investment-co-ltd.svg	41190	https://www.tradingview.com/symbols/KRX-041190/	WOORI TECHNOLOGY INVESTMENT CO., LTD	22.1 M	1.1678	21.2 M	121.98 M	103.78 M	122.26 M	USD	1.33	USD	0.2101	D
